0,1,2,3,4,5,6,7,8,9,10,11,0
46810020.0,29158640.0,46301930.0,115.19,116.04,117.64,115.39,116.94,117.69,112.85,115.51,115.08,115.19
36151450.0,28507780.0,27054320.0,111.6,110.78,111.43,112.2,112.03,112.47,110.27,110.07,111.39,111.6
26330070.0,27391950.0,27377960.0,157.5,157.86,160.52,157.89,159.5,160.71,155.11,156.72,157.84,157.5
35617230.0,27850370.0,28331540.0,164.0,164.12,162.62,164.33,165.73,165.42,160.63,163.37,162.41,164.0
41483490.0,44054640.0,49250500.0,240.34,246.5,255.6,245.15,248.72,262.49,236.9,239.13,252.0,240.34
44054640.0,49250500.0,41994110.0,246.5,255.6,250.74,248.72,262.49,255.52,239.13,252.0,249.4,246.5
21561320.0,25100510.0,22858840.0,175.03,174.78,173.41,176.19,175.84,175.0,174.83,173.85,173.04,175.03
23946880.0,19216820.0,20059570.0,212.0,208.39,206.43,213.97,209.48,206.98,211.51,207.32,204.22,212.0
66118950.0,24205100.0,28601630.0,354.64,351.41,355.15,356.56,353.45,355.4,345.15,349.22,351.09,354.64
23751690.0,21532200.0,20523870.0,173.16,174.55,174.35,174.3,175.06,175.61,173.0,173.41,173.93,173.16
48846060.0,23637310.0,44866280.0,158.47,158.99,159.87,160.97,159.4,159.96,158.0,158.09,157.91,158.47
64827330.0,45751160.0,22010360.0,209.88,203.06,204.4,215.31,203.4,205.97,209.23,199.11,203.86,209.88
29164190.0,28310840.0,27623150.0,110.12,109.72,109.81,111.99,110.54,110.35,110.01,109.66,108.83,110.12
61681250.0,76562170.0,56111590.0,110.23,110.15,112.03,112.34,111.88,114.53,109.13,107.36,112.0,110.23
52960810.0,79356010.0,63000140.0,98.41,96.2,97.96,98.65,97.71,100.48,95.5,95.36,95.74,98.41
56005550.0,50061580.0,35678360.0,116.44,113.25,113.63,116.69,115.5,114.72,114.02,112.37,113.3,116.44
40323020.0,49979700.0,42288790.0,94.19,93.79,95.92,94.5,94.72,96.35,93.01,92.59,94.1,94.19
44434220.0,32970790.0,30386830.0,111.29,110.82,112.73,111.52,112.45,112.75,109.56,110.68,111.44,111.29
34135230.0,43233950.0,46559730.0,119.2,117.64,115.76,119.92,119.75,117.49,118.85,116.76,115.5,119.2
133059000.0,71937310.0,51529980.0,96.04,99.93,101.52,96.63,100.88,101.53,93.34,98.07,99.21,96.04
25111310.0,17170490.0,20859830.0,149.99,151.5,150.48,150.44,151.74,151.42,148.88,150.19,149.95,149.99
33829290.0,33009110.0,39483400.0,120.96,121.11,121.85,121.81,121.81,122.69,120.05,120.62,120.18,120.96
41626820.0,36191330.0,46271660.0,190.0,190.5,188.39,190.7,194.97,191.97,184.99,189.46,186.9,190.0
18131970.0,14244050.0,26043820.0,116.52,115.59,116.35,117.8,116.52,116.51,116.49,115.59,115.64,116.52
38236730.0,40026250.0,25058280.0,104.61,103.96,101.91,106.31,105.18,102.91,104.59,103.85,101.78,104.61
30684390.0,22526310.0,29773430.0,186.51,183.08,184.28,191.92,185.47,184.99,185.77,182.15,181.14,186.51
51368540.0,32395870.0,27052000.0,177.25,177.3,177.3,177.3,179.44,177.78,173.2,176.82,176.6,177.25
60800480.0,39914850.0,26147280.0,163.25,156.25,155.79,166.15,158.13,156.33,160.23,154.11,153.66,163.25
33935720.0,21673390.0,17618870.0,208.76,208.46,207.48,210.16,210.64,209.73,207.31,208.44,207.14,208.76
18527000.0,24110330.0,21550270.0,142.9,143.02,143.69,144.75,143.5,144.79,142.9,142.41,142.72,142.9
29663910.0,28510370.0,27684310.0,370.0,367.85,365.12,375.78,370.47,367.36,369.87,363.64,363.91,370.0
32661520.0,51314210.0,34380630.0,353.25,364.41,360.7,362.17,365.32,365.0,351.28,353.02,357.57,353.25
15955820.0,20670830.0,20182050.0,190.68,191.78,189.69,191.96,192.43,192.55,189.56,190.17,189.69,190.68
27738580.0,20543190.0,21654750.0,199.2,200.85,198.68,200.14,201.0,200.74,196.21,198.44,198.18,199.2
31154910.0,19354440.0,25568350.0,104.89,106.0,105.47,107.79,106.19,106.25,104.88,105.06,104.89,104.89
25686350.0,32345430.0,35454230.0,106.48,105.25,105.93,107.07,107.29,107.65,105.9,105.21,105.14,106.48
26167950.0,27942430.0,23141260.0,189.49,187.74,186.55,190.06,190.37,187.4,187.45,187.65,185.22,189.49
16956290.0,25129510.0,29422610.0,173.5,175.11,175.11,174.5,175.38,176.1,173.4,174.27,173.14,173.5
36340670.0,35850010.0,29608390.0,112.46,113.16,113.69,113.37,113.8,114.64,111.8,111.8,113.43,112.46
21007650.0,15957630.0,25897340.0,208.5,204.1,207.86,209.32,205.72,208.55,206.66,203.32,203.53,208.5
49904460.0,53142590.0,61681250.0,108.97,112.49,110.23,110.45,112.78,112.34,108.51,110.04,109.13,108.97
38399530.0,33449100.0,28236270.0,319.25,316.77,316.14,321.15,323.44,318.71,316.47,315.63,313.09,319.25
37080720.0,43218350.0,58279570.0,116.25,115.93,116.58,116.54,116.53,116.89,115.44,114.42,114.86,116.25
18325720.0,17117710.0,17290900.0,143.91,143.5,142.44,144.9,143.95,142.68,143.87,143.18,141.85,143.91
28784550.0,33507770.0,31961120.0,222.21,227.96,230.78,224.8,228.41,232.35,220.2,220.58,226.73,222.21
28321440.0,22941650.0,38158410.0,131.65,131.35,130.54,132.45,132.22,132.09,131.12,131.22,130.45,131.65
17186760.0,23129400.0,19966590.0,188.23,188.77,186.35,189.65,188.84,188.5,187.65,186.21,185.76,188.23
